rainfall,soil_moisture,slope,temperature,humidity,elevation,risk_level
112.36203565420875,26.66196359547577,15.702341024154357,30.18108982626694,70.03971147985149,1241.543008804582,0
285.21429192297484,58.77108526405223,14.818727944319988,33.90044191574117,86.38026305099905,1472.9634121875622,1
219.59818254342153,88.56512522887675,54.3752748312622,17.51403696377497,83.21126508531114,2578.1874402863227,2
179.59754525911097,75.9002397768605,14.972771990970365,28.74622298820997,40.772993328564155,1086.0127195736873,1
46.80559213273096,82.59050330753047,16.31698356771786,27.15237949431246,40.44746288190318,2621.984085955297,0
46.798356100860794,69.29050300396456,45.56389574507782,34.98491130364813,48.77220574214393,355.5898498324053,1
17.42508365045984,72.30489080660672,26.9843905470324,37.18261181443782,55.275230843872606,2352.715467905029,0
259.85284373248055,86.42760864087873,46.60263341731087,10.364703144321604,58.59189069859379,2557.8881358587355,2
180.33450352296265,32.470120797326736,3.9219694538631145,30.22059757176378,77.57880517833416,627.2711932282824,0
212.42177333881364,54.04824672788264,29.25427162040306,11.55507397359187,33.967630251608476,1348.0049438793812,1
6.175348288740734,29.908849763764202,2.016816010996958,26.465759952320678,32.42708929582464,579.9493465246013,0
290.9729556485983,98.89012071969823,3.7591922073212714,18.628981871310344,57.43373940607363,2149.1519740832314,2
249.7327922401265,94.9653405717952,54.386247200664656,19.203297985664236,78.80145844965864,1652.5085273788045,2
63.701733203482846,13.54841302316553,8.35472226705571,20.588755103570698,43.54047400695378,1942.437705454131,0
54.54749016213019,73.50176552641196,31.945240936513027,28.638773471488303,74.90531368793762,669.8122041730123,1
55.02135295603014,93.27234856740992,24.665736156042392,20.021498970063078,48.187969655820964,714.0629999520166,1
91.27267288786132,26.25178106146002,20.84059957553056,31.98097151770841,92.02602761694615,220.34224397872848,0
157.42692948967135,61.11507074973665,53.99000074123635,22.13582156721609,92.69829609866315,1033.9958520676162,1
129.58350559263474,92.39394678292376,1.30940380652937,12.050596009298758,50.81010429969285,1723.2595178676575,1
87.36874205941257,13.055138072721896,39.82738117053535,33.512795274523214,46.09956277742684,2588.0112505922534,0
183.55586841671385,72.76782405221559,57.80366605281303,18.57274973778118,58.79127804463619,2034.089597630174,2
41.84815819561255,36.761410663529574,33.610091007710515,22.98300638797788,46.83721096261041,1362.649337859279,0
